FIPS,bronze.rate,silver.rate,gold.rate,Column1,bronze percent difference,Column3,Column4,Column5,Class,,,26,,,,,,,,,
45029,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45031,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45033,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45037,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45039,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45041,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45043,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45049,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45053,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45055,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45057,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45061,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45063,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45065,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45067,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45069,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45071,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45079,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45081,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45085,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45091,282.6405797,355.2416988,418.8767403,1.533503613,-13%,-10.053%,-7.189%,-10.000%,u,,,,,,,-0.13,,,,,
45051,282.5397307,355.1401641,418.8036813,1.532956443,-13%,-10.079%,-7.206%,-10.025%,u,,,,,,,-0.13,,,,,
42033,285.7695833,384.2725,380.8651351,1.550480433,-12%,-2.702%,-15.612%,-10.036%,u,,,,,,,-0.12,,,,,
45015,282.3828219,355.4690762,418.0019137,1.532105114,-13%,-9.995%,-7.383%,-10.072%,u,,,,,,,-0.13,,,,,
45035,282.3828219,355.4690762,418.0019137,1.532105114,-13%,-9.995%,-7.383%,-10.072%,u,,,,,,,-0.13,,,,,
45019,282.3032316,355.3906096,417.8844687,1.531673286,-13%,-10.015%,-7.409%,-10.096%,u,,,,,,,-0.13,,,,,
45075,282.3032316,355.3906096,417.8844687,1.531673286,-13%,-10.015%,-7.409%,-10.096%,u,,,,,,,-0.13,,,,,
45089,282.3032316,355.3906096,417.8844687,1.531673286,-13%,-10.015%,-7.409%,-10.096%,u,,,,,,,-0.13,,,,,
26067,272.5662032,348.8667427,438.5560526,1.478843759,-16%,-11.667%,-2.829%,-10.121%,u,,,,,,,-0.16,,,,,
53007,289.4546154,350.7169231,412.372,1.570474059,-11%,-11.199%,-8.631%,-10.162%,u,,,,,,,-0.11,,,,,
53017,289.4546154,350.7169231,412.372,1.570474059,-11%,-11.199%,-8.631%,-10.162%,u,,,,,,,-0.11,,,,,
53025,289.4546154,350.7169231,412.372,1.570474059,-11%,-11.199%,-8.631%,-10.162%,u,,,,,,,-0.11,,,,,
53047,289.4546154,350.7169231,412.372,1.570474059,-11%,-11.199%,-8.631%,-10.162%,u,,,,,,,-0.11,,,,,
45073,282.5544784,351.4092177,420.8848929,1.533036459,-13%,-11.023%,-6.744%,-10.184%,u,,,,,,,-0.13,,,,,
26037,269.7475362,349.0490202,438.5560526,1.463550711,-17%,-11.621%,-2.829%,-10.396%,u,,,,,,,-0.17,,,,,
26045,269.7475362,349.0490202,438.5560526,1.463550711,-17%,-11.621%,-2.829%,-10.396%,u,,,,,,,-0.17,,,,,
38005,283.0856667,382.5534615,379.5292857,1.535918491,-13%,-3.138%,-15.908%,-10.555%,u,,,,,,,-0.13,,,,,
38027,283.0856667,382.5534615,379.5292857,1.535918491,-13%,-3.138%,-15.908%,-10.555%,u,,,,,,,-0.13,,,,,
38035,283.0856667,382.5534615,379.5292857,1.535918491,-13%,-3.138%,-15.908%,-10.555%,u,,,,,,,-0.13,,,,,
38039,283.0856667,382.5534615,379.5292857,1.535918491,-13%,-3.138%,-15.908%,-10.555%,u,,,,,,,-0.13,,,,,
38063,283.0856667,382.5534615,379.5292857,1.535918491,-13%,-3.138%,-15.908%,-10.555%,u,,,,,,,-0.13,,,,,
38071,283.0856667,382.5534615,379.5292857,1.535918491,-13%,-3.138%,-15.908%,-10.555%,u,,,,,,,-0.13,,,,,
38091,283.0856667,382.5534615,379.5292857,1.535918491,-13%,-3.138%,-15.908%,-10.555%,u,,,,,,,-0.13,,,,,
38099,283.0856667,382.5534615,379.5292857,1.535918491,-13%,-3.138%,-15.908%,-10.555%,u,,,,,,,-0.13,,,,,
39055,290.4596644,337.6663745,419.820916,1.575927085,-10%,-14.503%,-6.980%,-10.609%,u,,,,,,,-0.1,,,,,
55023,281.8842821,366.3232045,398.5404678,1.529400221,-13%,-7.247%,-11.695%,-10.645%,u,,,,,,,-0.13,,,,,
51187,298.6879221,371.6384746,367.554,1.620570578,-8%,-5.901%,-18.561%,-10.756%,u,,,,,,,-0.08,,,,,
48459,291.3881818,371.995,377.166,1.580964878,-10%,-5.811%,-16.431%,-10.767%,u,,,,,,,-0.1,,,,,
8045,292.5272671,337.4397926,414.315,1.587145135,-10%,-14.560%,-8.200%,-10.822%,u,,,,,,,-0.1,,,,,
8051,292.5272671,337.4397926,414.315,1.587145135,-10%,-14.560%,-8.200%,-10.822%,u,,,,,,,-0.1,,,,,
8053,292.5272671,337.4397926,414.315,1.587145135,-10%,-14.560%,-8.200%,-10.822%,u,,,,,,,-0.1,,,,,
8091,292.5272671,337.4397926,414.315,1.587145135,-10%,-14.560%,-8.200%,-10.822%,u,,,,,,,-0.1,,,,,
8097,292.5272671,337.4397926,414.315,1.587145135,-10%,-14.560%,-8.200%,-10.822%,u,,,,,,,-0.1,,,,,
8113,292.5272671,337.4397926,414.315,1.587145135,-10%,-14.560%,-8.200%,-10.822%,u,,,,,,,-0.1,,,,,
26155,267.8103509,344.5116919,439.2342708,1.453040257,-17%,-12.770%,-2.679%,-10.928%,u,,,,,,,-0.17,,,,,
51033,298.6381633,368.6440659,367.9017857,1.620300605,-8%,-6.660%,-18.484%,-10.988%,u,,,,,,,-0.08,,,,,
23001,288.8591026,336.9071318,416.2745946,1.567243026,-11%,-14.695%,-7.766%,-11.100%,v,,,,,,,-0.11,,,,,
23007,288.8591026,336.9071318,416.2745946,1.567243026,-11%,-14.695%,-7.766%,-11.100%,v,,,,,,,-0.11,,,,,
23027,288.8591026,336.9071318,416.2745946,1.567243026,-11%,-14.695%,-7.766%,-11.100%,v,,,,,,,-0.11,,,,,
51085,297.8567619,368.0454455,367.6234375,1.616061009,-8%,-6.811%,-18.546%,-11.139%,v,,,,,,,-0.08,,,,,
39103,288.2051592,335.3603663,418.0262963,1.563694971,-11%,-15.087%,-7.378%,-11.169%,v,,,,,,,-0.11,,,,,
39133,288.2051592,335.3603663,418.0262963,1.563694971,-11%,-15.087%,-7.378%,-11.169%,v,,,,,,,-0.11,,,,,
51157,298.7776,372.0460417,361.2644444,1.621057138,-8%,-5.798%,-19.955%,-11.177%,v,,,,,,,-0.08,,,,,
51171,298.7776,372.0460417,361.2644444,1.621057138,-8%,-5.798%,-19.955%,-11.177%,v,,,,,,,-0.08,,,,,
51043,295.5093478,371.0938028,366.3942105,1.603324806,-9%,-6.039%,-18.818%,-11.215%,v,,,,,,,-0.09,,,,,
23005,287.3004054,336.9071318,416.2745946,1.55878611,-11%,-14.695%,-7.766%,-11.260%,v,,,,,,,-0.11,,,,,
23011,287.3004054,336.9071318,416.2745946,1.55878611,-11%,-14.695%,-7.766%,-11.260%,v,,,,,,,-0.11,,,,,
23013,287.3004054,336.9071318,416.2745946,1.55878611,-11%,-14.695%,-7.766%,-11.260%,v,,,,,,,-0.11,,,,,
23015,287.3004054,336.9071318,416.2745946,1.55878611,-11%,-14.695%,-7.766%,-11.260%,v,,,,,,,-0.11,,,,,
23017,287.3004054,336.9071318,416.2745946,1.55878611,-11%,-14.695%,-7.766%,-11.260%,v,,,,,,,-0.11,,,,,
23023,287.3004054,336.9071318,416.2745946,1.55878611,-11%,-14.695%,-7.766%,-11.260%,v,,,,,,,-0.11,,,,,
23031,287.3004054,336.9071318,416.2745946,1.55878611,-11%,-14.695%,-7.766%,-11.260%,v,,,,,,,-0.11,,,,,
51109,297.9742718,367.6734343,365.9629032,1.616698575,-8%,-6.905%,-18.914%,-11.281%,v,,,,,,,-0.08,,,,,
55123,280.624237,375.1658053,380.3588757,1.522563681,-13%,-5.008%,-15.724%,-11.371%,v,,,,,,,-0.13,,,,,
4019,260.4222857,338.830375,449.8312766,1.412955339,-20%,-14.208%,-0.331%,-11.385%,v,,,,,,,-0.2,,,,,
51069,295.5134444,370.5131884,363.185,1.603347033,-9%,-6.186%,-19.529%,-11.500%,v,,,,,,,-0.09,,,,,
51840,295.5134444,370.5131884,363.185,1.603347033,-9%,-6.186%,-19.529%,-11.500%,v,,,,,,,-0.09,,,,,
53001,275.6231579,348.2257895,416.2125,1.495429669,-15%,-11.829%,-7.780%,-11.511%,v,,,,,,,-0.15,,,,,
53037,275.6231579,348.2257895,416.2125,1.495429669,-15%,-11.829%,-7.780%,-11.511%,v,,,,,,,-0.15,,,,,
53043,275.6231579,348.2257895,416.2125,1.495429669,-15%,-11.829%,-7.780%,-11.511%,v,,,,,,,-0.15,,,,,
26093,269.3980443,338.3351659,435.6878947,1.461654497,-17%,-14.334%,-3.465%,-11.548%,v,,,,,,,-0.17,,,,,
55111,277.6078604,378.2351784,376.8358262,1.506197933,-14%,-4.231%,-16.504%,-11.682%,v,,,,,,,-0.14,,,,,
8107,283.8250254,331.9612172,414.315,1.539929979,-12%,-15.948%,-8.200%,-12.180%,v,,,,,,,-0.12,,,,,
38013,257.1666667,389.9775,381.5233333,1.39529155,-21%,-1.258%,-15.466%,-12.448%,v,,,,,,,-0.21,,,,,
38023,257.1666667,389.9775,381.5233333,1.39529155,-21%,-1.258%,-15.466%,-12.448%,v,,,,,,,-0.21,,,,,
38053,257.1666667,389.9775,381.5233333,1.39529155,-21%,-1.258%,-15.466%,-12.448%,v,,,,,,,-0.21,,,,,
38061,257.1666667,389.9775,381.5233333,1.39529155,-21%,-1.258%,-15.466%,-12.448%,v,,,,,,,-0.21,,,,,
51061,295.2678899,360.5945545,361.6808571,1.602014744,-9%,-8.698%,-19.862%,-12.474%,v,,,,,,,-0.09,,,,,
51177,295.2678899,360.5945545,361.6808571,1.602014744,-9%,-8.698%,-19.862%,-12.474%,v,,,,,,,-0.09,,,,,
51683,295.2678899,360.5945545,361.6808571,1.602014744,-9%,-8.698%,-19.862%,-12.474%,v,,,,,,,-0.09,,,,,
51685,295.2678899,360.5945545,361.6808571,1.602014744,-9%,-8.698%,-19.862%,-12.474%,v,,,,,,,-0.09,,,,,
49051,261.6866667,351.639726,418.1795,1.419815404,-19%,-10.965%,-7.344%,-12.512%,v,,,,,,,-0.19,,,,,
49007,262.7419672,359.8680328,406.6825926,1.425541076,-19%,-8.882%,-9.891%,-12.558%,v,,,,,,,-0.19,,,,,
49009,262.7419672,359.8680328,406.6825926,1.425541076,-19%,-8.882%,-9.891%,-12.558%,v,,,,,,,-0.19,,,,,
49013,262.7419672,359.8680328,406.6825926,1.425541076,-19%,-8.882%,-9.891%,-12.558%,v,,,,,,,-0.19,,,,,
49015,262.7419672,359.8680328,406.6825926,1.425541076,-19%,-8.882%,-9.891%,-12.558%,v,,,,,,,-0.19,,,,,
49023,262.7419672,359.8680328,406.6825926,1.425541076,-19%,-8.882%,-9.891%,-12.558%,v,,,,,,,-0.19,,,,,
49039,262.7419672,359.8680328,406.6825926,1.425541076,-19%,-8.882%,-9.891%,-12.558%,v,,,,,,,-0.19,,,,,
49047,262.7419672,359.8680328,406.6825926,1.425541076,-19%,-8.882%,-9.891%,-12.558%,v,,,,,,,-0.19,,,,,
17111,310.7436134,323.0599717,381.7334532,1.685980316,-4%,-18.201%,-15.419%,-12.568%,v,,,,,,,-0.04,,,,,
51179,293.689505,362.1637349,358.1541935,1.593451009,-9%,-8.300%,-20.644%,-12.764%,v,,,,,,,-0.09,,,,,
18001,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18003,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18005,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18007,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18009,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18011,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18013,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18015,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18017,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18019,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18021,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18023,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18025,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18027,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18029,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18031,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18033,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18035,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18037,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18039,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18041,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18043,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18045,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18047,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18049,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18051,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18053,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18055,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18057,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18059,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18061,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18063,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18065,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18067,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18069,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18071,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18073,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18075,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18077,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18079,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18081,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18083,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18085,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18087,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18089,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18091,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18093,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18095,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18097,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18099,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18101,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18103,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18105,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18107,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18109,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18111,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18113,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18115,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18117,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18119,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18121,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18123,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18125,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18127,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18129,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18131,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18133,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18135,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18137,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18139,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18141,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18143,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18145,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18147,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18149,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18151,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18153,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18155,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18157,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18159,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18161,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18163,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18165,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18167,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18169,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18171,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18173,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18175,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18177,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18179,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18181,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
18183,269.5087395,328.0380784,429.5787395,1.462255088,-17%,-16.941%,-4.818%,-12.857%,v,,,,,,,-0.17,,,,,
51047,298.2681818,354.4136508,356.08375,1.618293222,-8%,-10.263%,-21.102%,-13.100%,v,,,,,,,-0.08,,,,,
51630,293.2980233,358.8277966,356.8818182,1.591326974,-9%,-9.145%,-20.926%,-13.180%,v,,,,,,,-0.09,,,,,
51021,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51027,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51035,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51051,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51077,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51141,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51167,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51173,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51185,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51197,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51640,296.7749275,371.3462963,336.7666667,1.610191375,-8%,-5.975%,-25.383%,-13.251%,v,,,,,,,-0.08,,,,,
51009,296.7749275,369.7933333,336.7666667,1.610191375,-8%,-6.369%,-25.383%,-13.382%,v,,,,,,,-0.08,,,,,
51011,296.7749275,369.7933333,336.7666667,1.610191375,-8%,-6.369%,-25.383%,-13.382%,v,,,,,,,-0.08,,,,,
